Handle,Title,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,SKU,HS Code,COO,12405 Northwest 39th Avenue,X60
61247-piper-pa28-140-lycoming-parallel-valve-covers-price-per-each,61247 | PIPER PA28-140 | LYCOMING PARALLEL VALVE COVERS PRICE PER EACH,Title,Default Title,,,,,N1700T--61247,,,0,not stocked
63422-000-piper-pa28-140-baffle-fuel-pump,63422-000 | PIPER PA28-140 | BAFFLE - FUEL PUMP,Title,Default Title,,,,,N1700T--63422-000,,,0,not stocked
76028-piper-pa28-140-alternator-adjusting-link,76028 | PIPER PA28-140 | ALTERNATOR ADJUSTING LINK,Title,Default Title,,,,,N1700T--76028,,,0,not stocked
215cc-piper-pa28-140-parker-airborne-dry-air-vacuum-pump,215CC | PIPER PA28-140 | PARKER AIRBORNE DRY AIR VACUUM PUMP,Title,Default Title,,,,,N1700T--215CC,,,0,not stocked
15f19957-14-lycoming-part_model-piper-pa28-140-push-rod-assembly-price-per-each,15F19957-14 | Lycoming | PIPER PA28-140 | PUSH ROD ASSEMBLY PRICE PER EACH,Title,Default Title,,,,,N1700T--15F19957-14,,,0,not stocked
77852-piper-pa28-140-oil-filter-base-assy-vernatherm-valve-oil-sensor,77852 | PIPER PA28-140 | OIL FILTER BASE ASSY / VERNATHERM VALVE / OIL SENSOR.,Title,Default Title,,,,,N1700T--77852,,,0,not stocked
lw-13775-60746-piper-pa28-140-impeller-assy-oil-pump-set-of-two,LW-13775 & 60746 | PIPER PA28-140 | IMPELLER ASSY OIL PUMP SET OF TWO,Title,Default Title,,,,,N1700T--LW-13775-&-60746,,,0,not stocked
76110-piper-pa28-140-accessory-case-housing-assy,76110 | PIPER PA28-140 | ACCESSORY CASE HOUSING ASSY,Title,Default Title,,,,,N1700T--76110,,,0,not stocked
lw-18835-piper-pa28-140-o-320-camshaft-no-8130-used,LW-18835 | PIPER PA28-140 | O-320 CAMSHAFT NO 8130 USED,Title,Default Title,,,,,N1700T--LW-18835,,,0,not stocked
77808-piper-pa28-140-valve-oil-pressure-relief,77808 | PIPER PA28-140 | VALVE OIL PRESSURE RELIEF,Title,Default Title,,,,,N1700T--77808,,,0,not stocked
lw-17060-piper-pa28-140-crankshaft-no-airworthiness-flange-out-of-limited-airboat,LW-17060 | PIPER PA28-140 | CRANKSHAFT- NO AIRWORTHINESS-FLANGE OUT OF LIMITED-AIRBOAT,Title,Default Title,,,,,N1700T--LW-17060,,,0,not stocked
3438713-piper-pa28-140-alternator,3438713 | PIPER PA28-140 | ALTERNATOR,Title,Default Title,,,,,N1700T--3438713,,,0,not stocked
4373-slick-piper-pa28-140-champion-slick-magneto-with-gear338-hrs-since-factory-new,"4373 | Slick | PIPER PA28-140 | CHAMPION SLICK MAGNETO WITH GEAR""338 HRS SINCE FACTORY NEW""",Title,Default Title,,,,,N1700T--4373,,,0,not stocked
lw-14758-piper-pa28-140-dipstick-8-qt,LW-14758 | Lycoming | Lycoming | DIPSTICK (8 QT.),Title,Default Title,,,,,N1700T--LW-14758,,,0,not stocked
75736-piper-pa28-140-tube-oil-level-gage-12-25-long,75736 | Lycoming | TUBE OIL LEVEL GAGE (12.25 LONG),Title,Default Title,,,,,N1700T--75736,,,0,not stocked
lw-12416-piper-pa28-140-cilynder-nitrited-assy-piston-ring-332-hrs-since-factory-rebuilt,LW-12416 | Lycoming | CYLINDER NITRITED ASSY-PISTON-RING 332 HRS SINCE FACTORY REBUILT,Title,Default Title,,,,,N1700T--LW-12416-1,,,0,not stocked
lw-12416-piper-pa28-140-cilynder-nitrited-assy-piston-ring-332-hrs-since-factory-rebuilt-1,"LW-12416 | Lycoming | CYLINDER NITRITED ASSY-PISTON-RING  ""332 HRS SINCE FACTORY REBUILT""",Title,Default Title,,,,,N1700T--LW-12416-2,,,0,not stocked
lw-12416-piper-pa28-140-cilynder-nitrited-assy-piston-ring-332-hrs-since-factory-rebuilt-2,"LW-12416 | Lycoming | CYLINDER NITRITED ASSY-PISTON-RING  ""332 HRS SINCE FACTORY REBUILT""",Title,Default Title,,,,,N1700T--LW-12416-3,,,0,not stocked
lw-12416-piper-pa28-140-cilynder-nitrited-assy-piston-ring-332-hrs-since-factory-rebuilt-3,"LW-12416 | Lycoming | CYLINDER NITRITED ASSY-PISTON-RING  ""332 HRS SINCE FACTORY REBUILT""",Title,Default Title,,,,,N1700T--LW-12416-4,,,0,not stocked
h2532-5-beechcraft-c23-sundowner-cabin-door-latch-assembly-lh-for-parts-or-need-repair,H2532-5 | Beechcraft C23 SUNDOWNER | CABIN DOOR LATCH ASSEMBLY LH FOR PARTS OR NEED REPAIR,Title,Default Title,,,,,N1945L--H2532-5-1,,,0,not stocked
c30612-mccauley-piper-pa28-140-6-00x6-wheel-assembly,C30612 | McCauley | PIPER PA28-140 | 6.00X6 WHEEL ASSEMBLY,Title,Default Title,,,,,N6301W--C30612,,,0,not stocked
0422130-piper-pa28-140-fuel-172-tank-strainer-finger-screen,0422130 | PIPER PA28-140 | FUEL 172 TANK STRAINER FINGER SCREEN,Title,Default Title,,,,,N6301W--0422130,,,0,not stocked
dy1440-7-beechcraft-95-55b-handle-door-baggage-inside-see-photos-for-parts-include,DY1440-7 | BEECHCRAFT 95-55B | HANDLE DOOR BAGGAGE INSIDE SEE PHOTOS FOR PARTS INCLUDE,Title,Default Title,,,,,N7453N--DY1440-7,,,0,not stocked
011-00986-00-beechcraft-95-55b-garmin-gdl-69-xm-weather-receiver,011-00986-00 | BEECHCRAFT 95-55B | GARMIN GDL 69 XM WEATHER RECEIVER,Title,Default Title,,,,,N7453N--011-00986-00,,,0,not stocked
96-110005-610-beechcraft-95-55b-rh-wing-assy-see-photos-for-detail-sold-complete-or-parts-of-wing,"96-110005-610 | BEECHCRAFT 95-55B | RH WING ASSY-""SEE PHOTOS FOR DETAIL"" - SOLD COMPLETE OR PARTS OF WING.",Title,Default Title,,,,,N7453N--96-110005-610,,,1,not stocked
96-110005-609-beechcraft-95-55b-lh-wing-assy-see-photos-for-detail-sold-complete-or-parts-of-wing,"96-110005-609 | BEECHCRAFT 95-55B | LH WING ASSY-""SEE PHOTOS FOR DETAIL"" - SOLD COMPLETE OR PARTS OF WING.",Title,Default Title,,,,,N7453N--96-110005-609,,,1,not stocked
75006-piper-pa28-140-lycoming-o-320-crankshaft-air-boat-experimental-aircraft-no-airworthiness,75006 | PIPER PA28-140 | LYCOMING O-320 CRANKSHAFT AIR BOAT NO AIRWORTHINESS,Title,Default Title,,,,,N7470R--75006,,,0,not stocked
piper-pa28-140-fuselage-piper-pa28-140-piper-pa28-140-fuselage-w-logs-no-airworthiness-only-for-parts,Piper PA28-140 Fuselage | PIPER PA28-140 | PIPER PA28-140 FUSELAGE W LOGS NO AIRWORTHINESS ONLY FOR PARTS,Title,Default Title,,,,,N7470R--PIPER-PA28-140-FUSELAGE,,,1,not stocked
79545-003-piper-pa28rt-201-cabin-door-structure-minus-latch-and-lock,79545-003 | PIPER PA28RT-201 | CABIN DOOR STRUCTURE (MINUS LATCH AND LOCK),Title,Default Title,,,,,N8315B--79545-003,,,0,not stocked
0722182-4-cessna-year-1971-182p-wing-structure-long-range-rh-horton-stool-kit-include-lh-horton-stool-kit,0722182-4 | Cessna 1971 182P | WING STRUCTURE LONG RANGE RH HORTON STOOL KIT INCLUDE LH HORTON STOOL KIT,Title,Default Title,,,,,N9380G--0722182-4,,,1,not stocked
72091-000-piper-pa32rt-300-fuel-tank-finger-strainer,72091-000 | Piper PA32RT-300 | FUEL TANK FINGER STRAINER,Title,Default Title,,,,,N9519C--72091-000,,,0,not stocked
24995-00-piper-pa32rt-300-piper-valve-fuel-drain,24995-00 | Piper PA32RT-300 | VALVE FUEL DRAIN,Title,Default Title,,,,,N9519C--24995-00,,,0,not stocked
c622001-0201-cessna-year-1982-172rg-navigation-light-assembly-rh-w-lens-12v,C622001-0201 | Cessna 1982 172RG | NAVIGATION LIGHT ASSEMBLY RH W/ LENS 12V,Title,Default Title,,,,,N9795B--C622001-0201,,,0,not stocked
0723201-2-cessna-year-1982-172rg-navigation-light-assembly-rh-w-lens-24v,0723201-2 | Cessna 1982 172RG | NAVIGATION LIGHT ASSEMBLY RH W LENS 24V,Title,Default Title,,,,,N9795B--0723201-2,,,0,not stocked
0723200-6-cessna-year-1982-172rg-cessna-wing-tip-assembly-rh,0723200-6 | Cessna 1982 172RG | WING TIP ASSEMBLY RH,Title,Default Title,,,,,N9795B--0723200-6-1,,,0,not stocked
0723200-5-cessna-year-1982-172rg-cessna-wing-tip-assembly-lh-1,0723200-5 | Cessna 1982 172RG | WING TIP ASSEMBLY LH,Title,Default Title,,,,,N9795B--0723200-5,,,0,not stocked
2415003-1-cessna-year-1982-172rg-left-armrest-support-2415003-1,2415003-1 | Cessna 1982 172RG | LEFT ARMREST SUPPORT 2415003-1,Title,Default Title,,,,,N9795B--2415003-1,,,0,not stocked
61278-lycoming-part_model-lycoming-o-320-idler-gear-sold-with-8130,61278 | Lycoming O-320 | IDLER GEAR SOLD WITH 8130,Title,Default Title,,,,,O-320--61278,,,0,not stocked
72877-lycoming-part_model-lycoming-o-320-camshaft-follower-set-of-8-w-8130,72877 | Lycoming O-320 | CAMSHAFT FOLLOWER SET OF 8  W 8130,Title,Default Title,,,,,O-320--72877,,,0,not stocked
626687-cessna-c175-cylinder-assembly-no-piston-continental-go-300,626687 | Cessna C175 | CYLINDER ASSEMBLY NO PISTON CONTINENTAL GO-300,Title,Default Title,,,,,N7117M--626687-1,,,0,not stocked
626687-cessna-c175-cylinder-assembly-no-piston-continental-go-301,626687 | Cessna C175 | CYLINDER ASSEMBLY NO PISTON CONTINENTAL GO-300,Title,Default Title,,,,,N7117M--626687-3,,,0,not stocked
626687-cessna-c175-cylinder-assembly-no-piston-continental-go-302,626687 | Cessna C175 | CYLINDER ASSEMBLY NO PISTON CONTINENTAL GO-300,Title,Default Title,,,,,N7117M--626687-4,,,0,not stocked
7277-2-2-cessna-c175-klixon-circuit-breaker-2amp-lot-of-four-4,7277-2-2 | Cessna C175 | KLIXON CIRCUIT BREAKER 2AMP LOT OF 4,Title,Default Title,,,,,N7117M--7277-2-2,,,0,not stocked
0500104-39-cessna-c175-cessna-175-172-seat-assy-rear,0500104-39 | Cessna C175 | CESSNA 175 / 172 SEAT ASSY - REAR,Title,Default Title,,,,,N7117M--0500104-39,,,0,not stocked
0500104-22-cessna-c175-cessna-175-172-seat-assy-rh,0500104-22 | Cessna C175 | CESSNA 175 / 172 SEAT ASSY - RH,Title,Default Title,,,,,N7117M--0500104-22,,,0,not stocked
0500104-21-cessna-c175-cessna-175-172-seat-assy-lh,0500104-21 | Cessna C175 | CESSNA 175 / 172 SEAT ASSY LH,Title,Default Title,,,,,N7117M--0500104-21,,,0,not stocked
5-00-x-5-6-ply-cessna-c175-air-hawk-5-00-x-5-6-ply-with-tube-like-new,5.00 X 5 / 6 PLY | Cessna C175 | AIR HAWK 5.00 X 5- 6 PLY WITH TUBE LIKE NEW,Title,Default Title,,,,,N7117M--5.00-X-5-/-6-PLY,,,0,not stocked
rami-av-534-cessna-c175-rami-vhf-com-tso-antenna-pair,RAMI AV-534 | Cessna C175 | RAMI VHF COM TSO ANTENNA PAIR,Title,Default Title,,,,,N7117M--RAMI-AV-534,,,0,not stocked
0713035-1-cessna-c175-cole-push-pull-switch,0713035-1 | Cessna C175 | COLE PUSH-PULL SWITCH,Title,Default Title,,,,,N7117M--0713035-1,,,0,not stocked
07346001-1-cessna-part_model-texas-several-left-elevator-assembly-core-for-parts-only-no-retuns,07346001-1 | Cessna 182A 180 | LEFT ELEVATOR ASSEMBLY CORE FOR PARTS ONLY-NO RETUNS,Title,Default Title,,,,,LOTE-001-TEXAS--07346001-1,,,1,not stocked
0732000-154-cessna-part_model-texas-several-left-elevator-assembly-core-for-parts-only-no-retuns,0732000-154 | Cessna 182A 180 | LEFT ELEVATOR ASSY CORE FOR PARTS ONLY-NO RETUNS,Title,Default Title,,,,,LOTE-001-TEXAS--0732000-154,,,1,not stocked
0711001-67-cessna-part_model-texas-several-lh-door-structure-assy-see-photos-for-details,"0711001-67 | Cessna 180 | LH DOOR STRUCTURE ASSY 'SEE PHOTOS FOR DETAILS""",Title,Default Title,,,,,LOTE-001-TEXAS--0711001-67,,,1,not stocked
35-410070-602-beechcraft-f35-baggage-door-assembly-no-key-interior-modified-see-photos-for-detail,35-410070-602 | BEECHCRAFT F35 | BAGGAGE DOOR ASSEMBLY NO KEY- INTERIOR MODIFIED SEE PHOTOS FOR DETAIL,Title,Default Title,,,,,N120WM--35-410070-602,,,1,not stocked
63460-000-piper-pa28-140-stabilator-assembly-have-a-litle-crack-see-photos-for-details,63460-000 | PIPER PA28-140 | STABILATOR ASSEMBLY HAS A LITTLE CRACK SEE PHOTOS FOR DETAILS,Title,Default Title,,,,,N1700T--63460-000,,,1,not stocked
interior-beechcraft-c23-sundowner-complete-interior-beechcraft-sundowner-c23,INTERIOR | Beechcraft C23 SUNDOWNER | COMPLETE INTERIOR BEECHCRAFT SUNDOWNER C23,Title,Default Title,,,,,N1945L--INTERIOR,,,0,not stocked
161-04700-cleveland-beechcraft-c23-sundowner-outer-main-gear-wheel-half-6-00-6,161-04700 | Cleveland | Beechcraft C23 SUNDOWNER | OUTER MAIN GEAR WHEEL HALF (6.00-6),Title,Default Title,,,,,N1945L--161-04700-4,,,0,not stocked
161-04700-cleveland-beechcraft-c23-sundowner-inner-main-gear-wheel-half-6-00-6,161-04700 | Cleveland | Beechcraft C23 SUNDOWNER | INNER MAIN GEAR WHEEL HALF (6.00-6),Title,Default Title,,,,,N1945L--161-04700-3,,,0,not stocked
6409513-beechcraft-c23-sundowner-tachometer-shaft,6409513 | Beechcraft C23 SUNDOWNER | TACHOMETER SHAFT,Title,Default Title,,,,,N1945L--6409513,,,0,not stocked
169-910060-604-beechcraft-c23-sundowner-beechcraft-c23-lycoming-o-360-a4j-set-of-baffles-see-photos,169-910060-604 | Beechcraft C23 SUNDOWNER | LYCOMING O-360-A4J SET OF BAFFLES SEE PHOTOS,Title,Default Title,,,,,N1945L--169-910060-604,,,0,not stocked
169-530001-331-beechcraft-c23-sundowner-pedestal-cover-skirt,169-530001-331 | Beechcraft C23 SUNDOWNER | PEDESTAL COVER  SKIRT,Title,Default Title,,,,,N1945L--169-530001-331,,,0,not stocked
169-524019-beechcraft-c23-sundowner-control-column-bearing-assembly,169-524019 | Beechcraft C23 SUNDOWNER | CONTROL COLUMN BEARING ASSY,Title,Default Title,,,,,N1945L--169-524019-1,,,0,not stocked
169-524019-beechcraft-c23-sundowner-control-column-bearing-assembly-1,169-524019 | Beechcraft C23 SUNDOWNER | CONTROL COLUMN BEARING ASSY,Title,Default Title,,,,,N1945L--169-524019-2,,,0,not stocked
169-430012-607-beechcraft-c23-sundowner-baggage-door-structure-see-photo-for-detail,169-430012-607 | Beechcraft C23 SUNDOWNER | BAGGAGE DOOR STRUCTURE - SEE PHOTO FOR DETAIL,Title,Default Title,,,,,N1945L--169-430012-607,,,0,not stocked
169-380032-1-beechcraft-c23-sundowner-cabin-door-stop-rh,169-380032-1 | Beechcraft C23 SUNDOWNER | CABIN DOOR STOP RH,Title,Default Title,,,,,N1945L--169-380032-1,,,0,not stocked
169-440011-3-beechcraft-c23-sundowner-tailcone-assy,169-440011-3 | Beechcraft C23 SUNDOWNER | TAILCONE ASSY,Title,Default Title,,,,,N1945L--169-440011-3,,,0,not stocked
102-00000-beechcraft-c23-sundowner-resistance-bulb-temperature-probe,102-00000 | Beechcraft C23 SUNDOWNER | RESISTANCE BULB TEMPERATURE PROBE,Title,Default Title,,,,,N1945L--102-00000,,,0,not stocked
169-620000-37-beechcraft-c23-sundowner-tube-stabilator-actuating,169-620000-37 | Beechcraft C23 SUNDOWNER | TUBE STABILATOR ACTUATING,Title,Default Title,,,,,N1945L--169-620000-37,,,0,not stocked
169-380014-beechcraft-c23-sundowner-sun-visor-set-lh-and-rh-with-mounts,169-380014 | Beechcraft C23 SUNDOWNER | SUN VISOR SET LH AND RH WITH MOUNTS,Title,Default Title,,,,,N1945L--169-380014,,,0,not stocked
94150-01-beechcraft-c23-sundowner-lycoming-o-320-e2a-barry-controls-engine-shock-mount-set-four,94150-01 | Beechcraft C23 SUNDOWNER | LYCOMING O-320-E2A BARRY CONTROLS ENGINE SHOCK MOUNT SET-FOUR,Title,Default Title,,,,,N1945L--94150-01,,,0,not stocked
k-2406-sae-2-kohler-engine-beechcraft-c23-sundowner-fuel-primer,K-2406-SAE-2 | Kohler Engine | Beechcraft C23 SUNDOWNER | FUEL PRIMER,Title,Default Title,,,,,N1945L--K-2406-SAE-2,,,0,not stocked
169-534092-14-beechcraft-c23-sundowner-molding-2nd-and-3rd-window-right-side,169-534092-14 | Beechcraft C23 SUNDOWNER | MOLDING 2ND AND 3RD WINDOW RIGHT SIDE,Title,Default Title,,,,,N1945L--169-534092-14,,,0,not stocked
169-534092-13-beechcraft-c23-sundowner-molding-2nd-and-3rd-window-left-side,169-534092-13 | Beechcraft C23 SUNDOWNER | MOLDING 2ND AND 3RD WINDOW LEFT SIDE,Title,Default Title,,,,,N1945L--169-534092-13,,,0,not stocked
169-554019-23-beechcraft-c23-sundowner-duct-split-cabin-heat-duct,169-554019-23 | Beechcraft C23 SUNDOWNER | DUCT SPLIT-CABIN HEAT,Title,Default Title,,,,,N1945L--169-554019-23,,,0,not stocked
169-554006-9-beechcraft-c23-sundowner-r-h-fresh-air-feed-plenum,169-554006-9 | Beechcraft C23 SUNDOWNER | R/H FRESH AIR FEED PLENUM,Title,Default Title,,,,,N1945L--169-554006-9,,,0,not stocked
502985-403-beechcraft-c23-sundowner-southern-safety-seat-belt,502985-403 | Beechcraft C23 SUNDOWNER | SOUTHERN SAFETY SEAT BELT,Title,Default Title,,,,,N1945L--502985-403,,,0,not stocked
169-324073-1-beechcraft-c23-sundowner-panel-instrument-sub,169-324073-1 | Beechcraft C23 SUNDOWNER | PANEL INSTRUMENT SUB,Title,Default Title,,,,,N1945L--169-324073-1,,,0,not stocked
169-364010-637-beechcraft-c23-sundowner-battery-box,169-364010-637 | Beechcraft C23 SUNDOWNER | BATTERY BOX,Title,Default Title,,,,,N1945L--169-364010-637,,,0,not stocked
ba7510-beechcraft-c23-sundowner-bracketed-air-filter-assembly,BA7510 | Beechcraft C23 SUNDOWNER | BRACKETED AIR FILTER ASSEMBLY,Title,Default Title,,,,,N1945L--BA7510,,,0,not stocked
saf-air-f75-beechcraft-c23-sundowner-drain-valve-set-of-two,SAF-AIR F75 | Beechcraft C23 SUNDOWNER | DRAIN VALVE SET OF TWO,Title,Default Title,,,,,N1945L--SAF-AIR-F75,,,0,not stocked
099001-020-beechcraft-c23-sundowner-exhaust-muffler-assembly,099001-027 | Beechcraft C23 SUNDOWNER | EXHAUST MUFFLER ASSEMBLY,Title,Default Title,,,,,N1945L--099001-020,,,0,not stocked
10-357200-1-continental-beechcraft-c23-sundowner-ignition-switch-with-two-2-key,10-357200-1 | Continental | Beechcraft C23 SUNDOWNER | IGNITION SWITCH WITH TWO (2) KEY,Title,Default Title,,,,,N1945L--10-357200-1,,,0,not stocked
169-380086-1-beechcraft-c23-sundowner-gerdes-fuel-selector-valve-with-handle,169-380086-1 | Beechcraft C23 SUNDOWNER | GERDES FUEL SELECTOR VALVE WITH HANDLE,Title,Default Title,,,,,N1945L--169-380086-1,,,0,not stocked
6041h187-beechcraft-c23-sundowner-cutler-hammer-solenoid-relay-volts-12-amps-200,"6041H187 | Beechcraft C23 SUNDOWNER | CUTLER-HAMMER SOLENOID RELAY (VOLTS: 12, AMPS: 200)",Title,Default Title,,,,,N1945L--6041H187,,,0,not stocked
169-910027-27-beechcraft-c23-sundowner-cabin-heat-valve-assy,169-910027-27 | Beechcraft C23 SUNDOWNER | CABIN HEAT VALVE ASSY,Title,Default Title,,,,,N1945L--169-910027-27,,,0,not stocked
169-380051-beechcraft-c23-sundowner-spinner-assy-d4245-little-dent-see-photos,169-380051 | Beechcraft C23 SUNDOWNER | SPINNER ASSY D4245 LITTLE DENT SEE PHOTOS,Title,Default Title,,,,,N1945L--169-380051,,,0,not stocked
169-910056-195-beechcraft-c23-sundowner-upper-cowling-assembly,169-910056-195 | Beechcraft C23 SUNDOWNER | UPPER COWLING ASSEMBLY,Title,Default Title,,,,,N1945L--169-910056-195,,,1,not stocked
d-4247-beechcraft-c23-sundowner-aft-propeller-spinner-bulkhead,D-4247 | Beechcraft C23 SUNDOWNER | AFT PROPELLER SPINNER BULKHEAD,Title,Default Title,,,,,N1945L--D-4247,,,0,not stocked
169-400005-911-beechcraft-c23-sundowner-lh-entrance-step-assembly,169-400005-911 | Beechcraft C23 SUNDOWNER | LH ENTRANCE STEP ASSEMBLY,Title,Default Title,,,,,N1945L--169-400005-911,,,0,not stocked
35-380065-7-beechcraft-c23-sundowner-parking-brake-valve-assembly-hoof-a53t7,35-380065-7 | Beechcraft C23 SUNDOWNER | PARKING BRAKE VALVE ASSEMBLY-HOOF A53T7,Title,Default Title,,,,,N1945L--35-380065-7,,,0,not stocked
169-810000-660-beechcraft-c23-sundowner-rh-main-landing-gear-assy,169-810000-660 | Beechcraft C23 SUNDOWNER | RH MAIN LANDING GEAR ASSY,Title,Default Title,,,,,N1945L--169-810000-660,,,0,not stocked
169-810000-659-beechcraft-c23-sundowner-lh-main-landing-gear-assy,169-810000-659 | Beechcraft C23 SUNDOWNER | LH MAIN LANDING GEAR ASSY,Title,Default Title,,,,,N1945L--169-810000-659,,,0,not stocked
169-940018-1-beechcraft-c23-sundowner-control-lock-handle,169-940018-1 | Beechcraft C23 SUNDOWNER | CONTROL LOCK HANDLE,Title,Default Title,,,,,N1945L--169-940018-1,,,0,not stocked
69-940017-173-beechcraft-c23-sundowner-engine-control-quadrant-cover,69-940017-173 | Beechcraft C23 SUNDOWNER | ENGINE CONTROL QUADRANT COVER,Title,Default Title,,,,,N1945L--69-940017-173,,,0,not stocked
35-380051-25-beechcraft-c23-sundowner-control-cable-cabin-heat,35-380051-25 | Beechcraft C23 SUNDOWNER | CONTROL CABLE CABIN HEAT,Title,Default Title,,,,,N1945L--35-380051-25,,,0,not stocked
169-380087-9-beechcraft-c23-sundowner-mixture-control-cable,169-380087-9 | Beechcraft C23 SUNDOWNER | MIXTURE CONTROL CABLE,Title,Default Title,,,,,N1945L--169-380087-9,,,0,not stocked
169-380087-5-beechcraft-c23-sundowner-carburetor-heat-control-cable,169-380087-5 | Beechcraft C23 SUNDOWNER | CARBURETOR HEAT CONTROL CABLE,Title,Default Title,,,,,N1945L--169-380087-5,,,0,not stocked
169-380084-9-beechcraft-c23-sundowner-throttle-control-cable-assy,169-380084-9 | Beechcraft C23 SUNDOWNER | THROTTLE CONTROL CABLE ASSY,Title,Default Title,,,,,N1945L--169-380084-9,,,0,not stocked
99225-000-piper-pa28-140-baffle-assy-left-front,99225-000 | PIPER PA28-140 | BAFFLE ASSY LEFT FRONT,Title,Default Title,,,,,N1700T--99225-000,,,0,not stocked
ccb-37000-piper-pa28-140-curtis-oil-drain-valve,CCB-37000 | PIPER PA28-140 | CURTIS OIL DRAIN VALVE,Title,Default Title,,,,,N1700T--CCB-37000,,,0,not stocked
620052-901-mooney-m20j-oil-cooler-aft-duct-assembly,620052-901 | Mooney M20J | OIL COOLER AFT DUCT ASSEMBLY,Title,Default Title,,,,,N201FY--620052-901,,,0,not stocked
0717037-6-cessna-piper-cessna-beech-mooney-varios-cessna-172-rg-baggage-door-structure,0717037-6 | CESSNA 172 RG | BAGGAGE DOOR STRUCTURE,Title,Default Title,,,,,MICELANIOS--0717037-6-1,,,1,not stocked
0717037-6-piper-cessna-beech-mooney-varios-cessna-172-rg-baggage-door-structure,0717037-6 | CESSNA 172 RG | BAGGAGE DOOR STRUCTURE,Title,Default Title,,,,,MICELANIOS--0717037-6-2,,,1,not stocked
d-30118-3-mccauley-texas-several-mccauley-brake-caliper-assembly-lh,D-30118-3 | McCauley | BRAKE CALIPER ASSEMBLY LH,Title,Default Title,,,,,LOTE-001-TEXAS--D-30118-3,,,0,not stocked
sp-5796-lp-aeroplastic-texas-several-strip-sealant-1-8-x-1-2-x-50ft-roll-green-more-50ft,"SP-5796 | LP Aeroplastic | STRIP SEALANT, 1/8"" X 1/2"" X 50FT. ROLL (GREEN ) MORE 50FT",Title,Default Title,,,,,LOTE-001-TEXAS--SP-5796,,,0,not stocked
2413083-1-cessna-172rg-lh-nose-gear-door-has-repair-see-pics,2413083-1 | Cessna 172RG | LH NOSE GEAR DOOR HAS REPAIR SEE PICS,Title,Default Title,,,,,N6378R--2413083-1,,,0,not stocked
6-00-6-6ply-condor-beechcraft-95-55b-condor-tire-with-tube,6.00-6 6PLY | Condor | BEECHCRAFT 95-55B | TIRE WITH TUBE,Title,Default Title,,,,,N7453N--6.00-6-6PLY,,,0,not stocked
at50a-narco-beechcraft-95-55b-transponder-no-rack-and-connector,AT50A | Narco | BEECHCRAFT 95-55B | TRANSPONDER NO RACK AND CONNECTOR,Title,Default Title,,,,,N7453N--AT50A,,,0,not stocked
68780-004-piper-pa32rt-300-upper-engine-cowling-assembly,68780-004 | Piper PA32RT-300 | UPPER ENGINE COWLING ASSEMBLY,Title,Default Title,,,,,N9519C--68780-004,,,0,not stocked
avmap-v-avmap-part_model-beechcraft-c23-sundowner-avmap-ekp-v-portable-glass-cockpit-system-gps-efb-pfd-avmap-w-panel-dock,"AVMAP V | AvMap EKPV | Beechcraft C23 SUNDOWNER | PORTABLE GLASS COCKPIT SYSTEM | GPS, EFB, PFD AVMAP W/PANEL DOCK",Title,Default Title,,,,,N1945L--AVMAP-V,,,0,not stocked
9052055-55-whelen-beechcraft-c23-sundowner-led-red-white-beacon-14v,9052055-55 | WHELEN | Beechcraft C23 SUNDOWNER | LED RED/WHITE BEACON 14V,Title,Default Title,,,,,N1945L--9052055-55,,,0,not stocked
011-01684-00-garmin-part_model-beechcraft-c23-sundowner-garmin-gtx-328-vfr-mode-s-xpdr-w-rack-and-connector,011-01684-00 | GARMIN GTX-328 | Beechcraft C23 SUNDOWNER |  VFR MODE S XPDR W/ RACK AND CONNECTOR,Title,Default Title,,,,,N1945L--011-01684-00,,,0,not stocked
ssd120-xxa-rs232-beechcraft-c23-sundowner-trans-cal-ssd120-altitude-digitalizer-rs232-w-plug,SSD120-XXA( )-RS232 | Beechcraft C23 SUNDOWNER | TRANS-CAL SSD120 ALTITUDE DIGITALIZER -RS232 W/ PLUG,Title,Default Title,,,,,N1945L--SSD120-XXA(-)-RS232,,,0,not stocked
egt-701-4-f-j-p-instruments-part_model-beechcraft-c23-sundowner-j-p-instruments-edm-700-engine-monitor-system-w-probes-egt-cht-fuel,EGT-701-4-F | J.P. INSTRUMENTS  EDM 700 | Beechcraft C23 SUNDOWNER | ENGINE MONITOR SYSTEM W/PROBES-EGT-CHT-FUEL,Title,Default Title,,,,,N1945L--EGT-701-4-F,,,0,not stocked
pq0876sw-beechcraft-c23-sundowner-nulite-indicator-light-price-per-each-1,PQ0876SW | Beechcraft C23 SUNDOWNER | NULITE INDICATOR LIGHT PRICE PER EACH,Title,Default Title,,,,,N1945L--PQ0876SW-1,,,0,not stocked
b-00331-2-lamar-part_model-beechcraft-c23-sundowner-lamar-voltage-regulator-volts-14,B-00331-2 | Lamar | Beechcraft C23 SUNDOWNER | REGULATOR 14V,Title,Default Title,,,,,N1945L--B-00331-2,,,0,not stocked
169-380021-7-beechcraft-c23-sundowner-delta-larm-warning-horn,169-380021-7 | Beechcraft C23 SUNDOWNER | DELTA-LARM WARNING HORN,Title,Default Title,,,,,N1945L--169-380021-7,,,0,not stocked
